labels,FPP-base-request,FPP-insert-checkQuestion,SPP-post-conditionalAccept,SPP-post-confirm,Post-correction,FPP-pre-stalling,SPP-base-confirm,SPP-pre-accept,Pre-setQuestion,FPP-insert-feedbackPos,FPP-base-greeting,SPP-base-correction,FPP-post-suggest,Insert-propQuestion,SPP-insert-correction,FPP-base-inform,SPP-base-decline,SPP-post-stalling,SPP-insert-request,FPP-post-answer,FPP-insert-propQuestion,Pre-disagreement,FPP-pre-suggest,Pre-inform,SPP-insert-feedbackPos,FPP-post-feedbackPos,Insert-stalling,SPP-pre-choiceQuestion,SPP-base-feedbackPos,FPP-post-conditionalAccept,FPP-post-stalling,SPP-base-accept,Post-stalling,FPP-post-thanking,SPP-base-suggest,SPP-pre-stalling,SPP-base-answer,FPP-post-setQuestion,SPP-base-setQuestion,SPP-base-greeting,FPP-base-suggest,Post-agreement,Post-suggest,FPP-pre-setQuestion,FPP-post-propQuestion,SPP-insert-agreement,Pre-offer,FPP-pre-greeting,Post-thanking,Insert-inform,Insert-accept,FPP-base-decline,Insert-retraction,SPP-insert-inform,Post-setQuestion,FPP-base-thanking,FPP-insert-correction,SPP-post-answer,SPP-base-request,SPP-insert-checkQuestion,SPP-insert-suggest,FPP-base-confirm,SPP-pre-correction,FPP-base-choiceQuestion,FPP-pre-choiceQuestion,SPP-post-feedbackPos,FPP-insert-stalling,SPP-post-accept,Post-acceptThanking,SPP-insert-retraction,SPP-post-thanking,Insert-confirm,SPP-post-choiceQuestion,SPP-pre-answer,SPP-post-checkQuestion,SPP-base-choiceQuestion,SPP-post-setQuestion,SPP-pre-checkQuestion,Post-confirm,FPP-base-retraction,FPP-base-setQuestion,Insert-answer,SPP-pre-feedbackNeg,FPP-insert-accept,FPP-pre-disagreement,SPP-insert-setQuestion,SPP-base-stalling,FPP-post-confirm,FPP-pre-propQuestion,Pre-answer,SPP-insert-answer,SPP-base-acceptThanking,FPP-post-accept,FPP-post-acceptThanking,Insert-checkQuestion,FPP-base-answer,FPP-insert-disagreement,FPP-pre-feedbackNeg,FPP-post-offer,SPP-post-agreement,FPP-insert-inform,Pre-accept,SPP-post-correction,Insert-setQuestion,SPP-base-disagreement,Insert-disagreement,Post-feedbackNeg,SPP-post-disconfirm,SPP-pre-feedbackPos,FPP-insert-request,Post-inform,Pre-choiceQuestion,Pre-greeting,SPP-insert-confirm,SPP-pre-agreement,SPP-insert-disagreement,Insert-decline,FPP-insert-agreement,SPP-insert-offer,SPP-base-agreement,FPP-pre-confirm,SPP-base-propQuestion,FPP-insert-suggest,Insert-suggest,SPP-base-inform,FPP-pre-correction,FPP-pre-inform,SPP-pre-decline,FPP-post-feedbackNeg,Pre-stalling,Post-answer,SPP-post-offer,FPP-post-inform,FPP-pre-answer,SPP-post-acceptThanking,Pre-feedbackPos,SPP-pre-setQuestion,SPP-insert-propQuestion,SPP-base-offer,SPP-pre-thanking,SPP-post-feedbackNeg,FPP-post-checkQuestion,SPP-insert-feedbackNeg,FPP-base-correction,SPP-post-inform,FPP-insert-choiceQuestion,FPP-insert-answer,SPP-base-feedbackNeg,FPP-insert-setQuestion,SPP-pre-propQuestion,SPP-base-disconfirm,Post-feedbackPos,Insert-agreement,Pre-checkQuestion,SPP-pre-confirm,FPP-base-feedbackPos,FPP-pre-offer,SPP-insert-stalling,FPP-base-propQuestion,FPP-insert-confirm,FPP-post-correction,FPP-base-disagreement,FPP-insert-offer,SPP-pre-suggest,FPP-base-checkQuestion,FPP-post-request,FPP-post-agreement,SPP-pre-inform,SPP-insert-accept,Post-accept,SPP-post-suggest,FPP-pre-request,FPP-pre-acceptThanking
Pre-disagreement,0.928,0.938,0.812,0.786,0.928,0.678,0.786,0.536,0.428,0.812,0.938,0.928,0.928,0.928,0.928,0.928,0.643,0.928,0.928,0.928,0.928,0.0,0.678,0.428,0.812,0.812,0.928,0.678,0.812,0.812,0.928,0.786,0.928,0.938,0.928,0.678,0.928,0.928,0.928,0.938,0.928,0.786,0.928,0.678,0.928,0.786,0.428,0.688,0.938,0.928,0.786,0.643,0.928,0.928,0.928,0.938,0.928,0.928,0.928,0.938,0.928,0.786,0.678,0.928,0.678,0.812,0.928,0.786,0.938,0.928,0.938,0.786,0.928,0.678,0.938,0.928,0.928,0.688,0.786,0.928,0.928,0.928,0.438,0.786,0.25,0.928,0.928,0.786,0.678,0.428,0.928,0.938,0.786,0.938,0.938,0.928,0.5,0.438,0.928,0.786,0.928,0.286,0.928,0.928,0.5,0.5,0.688,0.643,0.562,0.928,0.928,0.428,0.438,0.786,0.536,0.5,0.643,0.786,0.928,0.786,0.536,0.928,0.928,0.928,0.928,0.678,0.678,0.393,0.688,0.428,0.928,0.928,0.928,0.678,0.938,0.312,0.678,0.928,0.928,0.688,0.688,0.938,0.688,0.928,0.928,0.928,0.928,0.688,0.928,0.678,0.643,0.812,0.786,0.438,0.536,0.812,0.678,0.928,0.928,0.786,0.928,0.5,0.928,0.678,0.938,0.928,0.786,0.678,0.786,0.786,0.928,0.678,0.688
Pre-feedbackPos,1.0,1.0,0.75,0.714,1.0,0.75,0.714,0.464,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.857,1.0,1.0,1.0,1.0,0.357,0.75,0.5,0.5,0.5,1.0,0.75,0.5,0.75,1.0,0.714,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.714,1.0,0.75,1.0,0.714,0.5,0.75,1.0,1.0,0.714,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.714,0.75,1.0,0.75,0.5,1.0,0.714,1.0,1.0,1.0,0.714,1.0,0.75,1.0,1.0,1.0,0.75,0.714,1.0,1.0,1.0,0.625,0.714,0.607,1.0,1.0,0.714,0.75,0.5,1.0,1.0,0.714,1.0,1.0,1.0,0.857,0.625,1.0,0.714,1.0,0.214,1.0,1.0,0.857,0.857,0.875,0.857,0.25,1.0,1.0,0.5,0.5,0.714,0.464,0.857,0.857,0.714,1.0,0.714,0.464,1.0,1.0,1.0,1.0,0.75,0.75,0.607,0.875,0.5,1.0,1.0,1.0,0.75,1.0,0.0,0.75,1.0,1.0,0.75,0.875,1.0,0.875,1.0,1.0,1.0,1.0,0.875,1.0,0.75,0.857,0.5,0.714,0.5,0.464,0.5,0.75,1.0,1.0,0.714,1.0,0.857,1.0,0.75,1.0,1.0,0.714,0.75,0.714,0.714,1.0,0.75,0.75
Pre-greeting,1.0,1.0,1.0,1.0,1.0,0.607,1.0,0.75,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.857,1.0,1.0,1.0,0.5,0.75,0.5,1.0,1.0,0.857,0.75,1.0,1.0,0.857,1.0,0.857,0.75,1.0,0.607,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.75,1.0,1.0,0.5,0.25,0.75,1.0,1.0,1.0,0.857,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.857,1.0,0.75,0.857,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.857,1.0,1.0,0.75,1.0,0.75,1.0,0.857,1.0,0.75,0.5,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,0.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.357,1.0,1.0,1.0,0.75,0.75,0.5,0.75,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5,0.75,1.0,0.75,0.857,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.5
Pre-inform,0.928,0.812,0.938,0.928,0.643,0.678,0.928,0.678,0.286,0.938,0.938,0.643,0.928,0.786,0.643,0.5,0.928,0.928,0.928,0.643,0.786,0.428,0.678,0.0,0.938,0.938,0.928,0.536,0.938,0.938,0.928,0.928,0.928,0.938,0.928,0.678,0.643,0.786,0.786,0.938,0.928,0.928,0.928,0.536,0.786,0.928,0.428,0.688,0.938,0.5,0.928,0.928,0.928,0.5,0.786,0.938,0.643,0.643,0.928,0.812,0.928,0.928,0.393,0.786,0.536,0.938,0.928,0.928,0.938,0.928,0.938,0.928,0.786,0.393,0.812,0.786,0.786,0.562,0.928,0.928,0.786,0.643,0.688,0.928,0.678,0.786,0.928,0.928,0.536,0.143,0.643,0.938,0.928,0.938,0.812,0.643,0.928,0.688,0.928,0.928,0.5,0.428,0.643,0.786,0.928,0.928,0.938,0.928,0.688,0.928,0.5,0.286,0.438,0.928,0.678,0.928,0.928,0.928,0.928,0.928,0.678,0.786,0.928,0.928,0.5,0.393,0.25,0.678,0.938,0.428,0.643,0.928,0.5,0.393,0.938,0.438,0.536,0.786,0.928,0.688,0.938,0.812,0.938,0.643,0.5,0.786,0.643,0.938,0.786,0.536,0.928,0.938,0.928,0.312,0.678,0.938,0.678,0.928,0.786,0.928,0.643,0.928,0.928,0.678,0.812,0.928,0.928,0.25,0.928,0.928,0.928,0.678,0.688
Pre-offer,0.786,0.938,0.938,0.928,0.928,0.678,0.928,0.678,0.428,0.938,0.938,0.928,0.786,0.928,0.928,0.928,0.928,0.928,0.786,0.928,0.928,0.428,0.536,0.428,0.938,0.938,0.928,0.678,0.938,0.938,0.928,0.928,0.928,0.938,0.786,0.678,0.928,0.928,0.928,0.938,0.786,0.928,0.786,0.678,0.928,0.928,0.0,0.688,0.938,0.928,0.928,0.928,0.928,0.928,0.928,0.938,0.928,0.928,0.786,0.938,0.786,0.928,0.678,0.928,0.678,0.938,0.928,0.928,0.938,0.928,0.938,0.928,0.928,0.678,0.938,0.928,0.928,0.688,0.928,0.928,0.928,0.928,0.688,0.928,0.678,0.928,0.928,0.928,0.678,0.428,0.928,0.938,0.928,0.938,0.938,0.928,0.928,0.688,0.5,0.928,0.928,0.428,0.928,0.928,0.928,0.928,0.938,0.928,0.688,0.786,0.928,0.428,0.438,0.928,0.678,0.928,0.928,0.928,0.5,0.928,0.678,0.928,0.786,0.786,0.928,0.678,0.678,0.678,0.938,0.428,0.928,0.5,0.928,0.678,0.938,0.438,0.678,0.928,0.5,0.688,0.938,0.938,0.938,0.928,0.928,0.928,0.928,0.938,0.928,0.678,0.928,0.938,0.928,0.438,0.678,0.938,0.25,0.928,0.928,0.928,0.928,0.928,0.5,0.536,0.938,0.786,0.928,0.678,0.928,0.928,0.786,0.536,0.688
Pre-setQuestion,0.928,0.688,0.938,0.928,0.786,0.678,0.928,0.678,0.0,0.938,0.938,0.786,0.928,0.643,0.786,0.786,0.928,0.928,0.928,0.786,0.643,0.428,0.678,0.286,0.938,0.938,0.928,0.393,0.938,0.938,0.928,0.928,0.928,0.938,0.928,0.678,0.786,0.5,0.5,0.938,0.928,0.928,0.928,0.25,0.643,0.928,0.428,0.688,0.938,0.786,0.928,0.928,0.928,0.786,0.5,0.938,0.786,0.786,0.928,0.688,0.928,0.928,0.536,0.643,0.393,0.938,0.928,0.928,0.938,0.928,0.938,0.928,0.643,0.536,0.688,0.643,0.5,0.438,0.928,0.928,0.5,0.786,0.688,0.928,0.678,0.5,0.928,0.928,0.393,0.286,0.786,0.938,0.928,0.938,0.688,0.786,0.928,0.688,0.928,0.928,0.786,0.428,0.786,0.5,0.928,0.928,0.938,0.928,0.688,0.928,0.786,0.143,0.438,0.928,0.678,0.928,0.928,0.928,0.928,0.928,0.678,0.643,0.928,0.928,0.786,0.536,0.536,0.678,0.938,0.428,0.786,0.928,0.786,0.536,0.938,0.438,0.25,0.643,0.928,0.688,0.938,0.688,0.938,0.786,0.786,0.643,0.786,0.938,0.5,0.393,0.928,0.938,0.928,0.188,0.678,0.938,0.678,0.928,0.643,0.928,0.786,0.928,0.928,0.678,0.688,0.928,0.928,0.536,0.928,0.928,0.928,0.678,0.688
Pre-stalling,0.928,0.938,0.938,0.928,0.928,0.25,0.928,0.678,0.428,0.938,0.812,0.928,0.928,0.928,0.928,0.928,0.928,0.5,0.928,0.928,0.928,0.428,0.678,0.428,0.938,0.938,0.5,0.678,0.938,0.938,0.5,0.928,0.5,0.812,0.928,0.25,0.928,0.928,0.928,0.812,0.928,0.928,0.928,0.678,0.928,0.928,0.428,0.562,0.812,0.928,0.928,0.928,0.786,0.928,0.928,0.812,0.928,0.928,0.928,0.938,0.928,0.928,0.678,0.928,0.678,0.938,0.5,0.928,0.812,0.786,0.812,0.928,0.928,0.678,0.938,0.928,0.928,0.688,0.928,0.786,0.928,0.928,0.688,0.928,0.678,0.928,0.5,0.928,0.678,0.428,0.928,0.812,0.928,0.812,0.938,0.928,0.928,0.688,0.928,0.928,0.928,0.428,0.928,0.928,0.928,0.928,0.938,0.928,0.688,0.928,0.928,0.428,0.312,0.928,0.678,0.928,0.928,0.928,0.928,0.928,0.678,0.928,0.928,0.928,0.928,0.678,0.678,0.678,0.938,0.0,0.928,0.928,0.928,0.678,0.812,0.438,0.678,0.928,0.928,0.562,0.938,0.938,0.938,0.928,0.928,0.928,0.928,0.938,0.928,0.678,0.928,0.938,0.928,0.438,0.678,0.938,0.678,0.5,0.928,0.928,0.928,0.928,0.928,0.678,0.938,0.928,0.928,0.678,0.928,0.928,0.928,0.678,0.562
SPP-base-accept,0.678,0.938,0.312,0.393,0.928,0.928,0.143,0.25,0.928,0.688,0.688,0.428,0.928,0.928,0.678,0.678,0.286,0.678,0.678,0.928,0.928,0.786,0.928,0.928,0.438,0.688,0.928,0.678,0.188,0.562,0.928,0.0,0.928,0.938,0.428,0.678,0.428,0.928,0.428,0.438,0.678,0.643,0.928,0.928,0.928,0.393,0.928,0.938,0.938,0.928,0.5,0.536,0.928,0.678,0.928,0.688,0.928,0.678,0.428,0.688,0.678,0.393,0.678,0.678,0.928,0.438,0.928,0.25,0.938,0.678,0.688,0.643,0.678,0.678,0.688,0.428,0.678,0.688,0.643,0.678,0.678,0.928,0.562,0.5,0.786,0.678,0.428,0.643,0.928,0.928,0.678,0.438,0.5,0.938,0.938,0.678,0.786,0.812,0.928,0.393,0.928,0.5,0.678,0.928,0.286,0.786,0.812,0.536,0.438,0.928,0.928,0.928,0.938,0.393,0.393,0.536,0.786,0.643,0.678,0.143,0.643,0.428,0.928,0.928,0.428,0.928,0.928,0.536,0.812,0.928,0.928,0.678,0.928,0.928,0.688,0.688,0.678,0.678,0.428,0.688,0.562,0.938,0.562,0.678,0.678,0.928,0.928,0.312,0.928,0.678,0.286,0.688,0.643,0.938,0.393,0.438,0.928,0.678,0.678,0.643,0.928,0.536,0.928,0.678,0.688,0.928,0.643,0.678,0.25,0.5,0.678,0.928,0.938
SPP-base-acceptThanking,0.75,1.0,0.75,0.75,1.0,0.857,0.5,0.75,1.0,1.0,0.5,0.5,1.0,1.0,0.75,0.75,0.5,0.607,0.75,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.857,0.75,0.5,1.0,0.857,0.5,0.857,0.625,0.5,0.607,0.5,1.0,0.5,0.25,0.75,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.625,1.0,1.0,0.75,0.857,0.75,1.0,0.375,1.0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.857,0.75,0.5,0.607,0.375,1.0,0.75,0.75,0.75,0.5,0.75,0.75,1.0,0.607,0.75,1.0,0.75,1.0,1.0,0.75,0.357,1.0,1.0,1.0,0.75,0.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.5,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.75,1.0,0.857,1.0,0.75,1.0,1.0,0.25,1.0,0.75,0.75,0.5,0.375,0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.5,1.0,0.75,0.5,1.0,1.0,1.0,0.75,0.75,1.0,0.607,0.75,1.0,1.0,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.5
SPP-base-agreement,0.678,0.938,0.438,0.393,0.928,0.928,0.143,0.393,0.928,0.688,0.688,0.428,0.928,0.928,0.678,0.678,0.286,0.678,0.678,0.928,0.928,0.786,0.928,0.928,0.438,0.688,0.928,0.678,0.188,0.688,0.928,0.143,0.928,0.938,0.428,0.678,0.428,0.928,0.428,0.438,0.678,0.5,0.928,0.928,0.928,0.25,0.928,0.938,0.938,0.928,0.643,0.536,0.928,0.678,0.928,0.688,0.928,0.678,0.428,0.688,0.678,0.393,0.678,0.678,0.928,0.438,0.928,0.393,0.938,0.678,0.688,0.643,0.678,0.678,0.688,0.428,0.678,0.688,0.643,0.678,0.678,0.928,0.562,0.643,0.786,0.678,0.428,0.643,0.928,0.928,0.678,0.438,0.643,0.938,0.938,0.678,0.786,0.812,0.928,0.25,0.928,0.643,0.678,0.928,0.286,0.786,0.812,0.536,0.438,0.928,0.928,0.928,0.938,0.393,0.25,0.536,0.786,0.5,0.678,0.0,0.643,0.428,0.928,0.928,0.428,0.928,0.928,0.536,0.812,0.928,0.928,0.678,0.928,0.928,0.688,0.688,0.678,0.678,0.428,0.688,0.562,0.938,0.562,0.678,0.678,0.928,0.928,0.312,0.928,0.678,0.286,0.688,0.5,0.938,0.393,0.438,0.928,0.678,0.678,0.643,0.928,0.536,0.928,0.678,0.688,0.928,0.5,0.678,0.393,0.643,0.678,0.928,0.938
SPP-base-answer,0.678,0.812,0.688,0.678,0.643,0.928,0.428,0.678,0.786,0.938,0.688,0.143,0.928,0.786,0.393,0.393,0.428,0.678,0.678,0.5,0.786,0.928,0.928,0.643,0.688,0.938,0.928,0.536,0.438,0.938,0.928,0.428,0.928,0.938,0.428,0.678,0.0,0.786,0.286,0.438,0.678,0.928,0.928,0.786,0.786,0.678,0.928,0.938,0.938,0.643,0.928,0.678,0.928,0.393,0.786,0.688,0.643,0.25,0.428,0.562,0.678,0.678,0.393,0.536,0.786,0.688,0.928,0.678,0.938,0.678,0.688,0.928,0.536,0.25,0.562,0.286,0.536,0.562,0.928,0.678,0.536,0.5,0.688,0.928,0.928,0.536,0.428,0.928,0.786,0.5,0.25,0.438,0.928,0.938,0.812,0.25,0.928,0.938,0.928,0.678,0.643,0.928,0.393,0.786,0.428,0.928,0.938,0.678,0.688,0.928,0.643,0.786,0.938,0.678,0.678,0.678,0.928,0.928,0.678,0.428,0.928,0.286,0.928,0.928,0.143,0.643,0.643,0.678,0.938,0.928,0.5,0.678,0.643,0.5,0.688,0.938,0.536,0.536,0.428,0.688,0.688,0.812,0.688,0.393,0.393,0.786,0.5,0.438,0.786,0.536,0.428,0.938,0.928,0.812,0.678,0.688,0.928,0.678,0.536,0.928,0.643,0.678,0.928,0.678,0.562,0.928,0.928,0.393,0.678,0.928,0.678,0.928,0.938
SPP-base-choiceQuestion,0.678,0.688,0.688,0.678,0.786,0.928,0.428,0.678,0.643,0.938,0.688,0.286,0.928,0.643,0.536,0.536,0.428,0.678,0.678,0.786,0.643,0.928,0.928,0.786,0.688,0.938,0.928,0.25,0.438,0.938,0.928,0.428,0.928,0.938,0.428,0.678,0.286,0.643,0.143,0.438,0.678,0.928,0.928,0.643,0.643,0.678,0.928,0.938,0.938,0.786,0.928,0.678,0.928,0.536,0.643,0.688,0.786,0.536,0.428,0.438,0.678,0.678,0.536,0.25,0.5,0.688,0.928,0.678,0.938,0.678,0.688,0.928,0.25,0.536,0.438,0.0,0.393,0.438,0.928,0.678,0.393,0.786,0.688,0.928,0.928,0.393,0.428,0.928,0.643,0.786,0.536,0.438,0.928,0.938,0.688,0.536,0.928,0.938,0.928,0.678,0.786,0.928,0.536,0.643,0.428,0.928,0.938,0.678,0.688,0.928,0.786,0.5,0.938,0.678,0.678,0.678,0.928,0.928,0.678,0.428,0.928,0.143,0.928,0.928,0.286,0.786,0.786,0.678,0.938,0.928,0.786,0.678,0.786,0.786,0.688,0.938,0.393,0.393,0.428,0.688,0.688,0.688,0.688,0.536,0.536,0.5,0.786,0.438,0.643,0.393,0.428,0.938,0.928,0.688,0.678,0.688,0.928,0.678,0.393,0.928,0.786,0.678,0.928,0.678,0.438,0.928,0.928,0.536,0.678,0.928,0.678,0.928,0.938
SPP-base-confirm,0.678,0.938,0.438,0.25,0.928,0.928,0.0,0.393,0.928,0.688,0.688,0.428,0.928,0.928,0.678,0.678,0.286,0.678,0.678,0.928,0.928,0.786,0.928,0.928,0.438,0.688,0.928,0.678,0.188,0.688,0.928,0.143,0.928,0.938,0.428,0.678,0.428,0.928,0.428,0.438,0.678,0.643,0.928,0.928,0.928,0.393,0.928,0.938,0.938,0.928,0.643,0.536,0.928,0.678,0.928,0.688,0.928,0.678,0.428,0.688,0.678,0.25,0.678,0.678,0.928,0.438,0.928,0.393,0.938,0.678,0.688,0.5,0.678,0.678,0.688,0.428,0.678,0.688,0.5,0.678,0.678,0.928,0.562,0.643,0.786,0.678,0.428,0.5,0.928,0.928,0.678,0.438,0.643,0.938,0.938,0.678,0.786,0.812,0.928,0.393,0.928,0.643,0.678,0.928,0.286,0.786,0.812,0.536,0.438,0.928,0.928,0.928,0.938,0.25,0.393,0.536,0.786,0.643,0.678,0.143,0.5,0.428,0.928,0.928,0.428,0.928,0.928,0.536,0.812,0.928,0.928,0.678,0.928,0.928,0.688,0.688,0.678,0.678,0.428,0.688,0.562,0.938,0.562,0.678,0.678,0.928,0.928,0.312,0.928,0.678,0.286,0.688,0.643,0.938,0.25,0.438,0.928,0.678,0.678,0.5,0.928,0.536,0.928,0.678,0.688,0.928,0.643,0.678,0.393,0.643,0.678,0.928,0.938
SPP-base-correction,0.678,0.812,0.688,0.678,0.5,0.928,0.428,0.678,0.786,0.938,0.688,0.0,0.928,0.786,0.25,0.393,0.428,0.678,0.678,0.643,0.786,0.928,0.928,0.643,0.688,0.938,0.928,0.536,0.438,0.938,0.928,0.428,0.928,0.938,0.428,0.678,0.143,0.786,0.286,0.438,0.678,0.928,0.928,0.786,0.786,0.678,0.928,0.938,0.938,0.643,0.928,0.678,0.928,0.393,0.786,0.688,0.5,0.393,0.428,0.562,0.678,0.678,0.25,0.536,0.786,0.688,0.928,0.678,0.938,0.678,0.688,0.928,0.536,0.393,0.562,0.286,0.536,0.562,0.928,0.678,0.536,0.643,0.688,0.928,0.928,0.536,0.428,0.928,0.786,0.643,0.393,0.438,0.928,0.938,0.812,0.393,0.928,0.938,0.928,0.678,0.643,0.928,0.25,0.786,0.428,0.928,0.938,0.678,0.688,0.928,0.643,0.786,0.938,0.678,0.678,0.678,0.928,0.928,0.678,0.428,0.928,0.286,0.928,0.928,0.143,0.5,0.643,0.678,0.938,0.928,0.643,0.678,0.643,0.643,0.688,0.938,0.536,0.536,0.428,0.688,0.688,0.812,0.688,0.25,0.393,0.786,0.643,0.438,0.786,0.536,0.428,0.938,0.928,0.812,0.678,0.688,0.928,0.678,0.536,0.928,0.5,0.678,0.928,0.678,0.562,0.928,0.928,0.393,0.678,0.928,0.678,0.928,0.938
SPP-base-decline,0.678,0.938,0.562,0.536,0.928,0.928,0.286,0.536,0.928,0.812,0.688,0.428,0.928,0.928,0.678,0.678,0.0,0.678,0.678,0.928,0.928,0.643,0.928,0.928,0.562,0.812,0.928,0.678,0.312,0.812,0.928,0.286,0.928,0.938,0.428,0.678,0.428,0.928,0.428,0.438,0.678,0.786,0.928,0.928,0.928,0.536,0.928,0.938,0.938,0.928,0.786,0.25,0.928,0.678,0.928,0.688,0.928,0.678,0.428,0.688,0.678,0.536,0.678,0.678,0.928,0.562,0.928,0.536,0.938,0.678,0.688,0.786,0.678,0.678,0.688,0.428,0.678,0.688,0.786,0.678,0.678,0.928,0.438,0.786,0.643,0.678,0.428,0.786,0.928,0.928,0.678,0.438,0.786,0.938,0.938,0.678,0.643,0.688,0.928,0.536,0.928,0.786,0.678,0.928,0.143,0.643,0.688,0.393,0.562,0.928,0.928,0.928,0.938,0.536,0.536,0.393,0.5,0.786,0.678,0.286,0.786,0.428,0.928,0.928,0.428,0.928,0.928,0.25,0.688,0.928,0.928,0.678,0.928,0.928,0.688,0.812,0.678,0.678,0.428,0.688,0.438,0.938,0.438,0.678,0.678,0.928,0.928,0.188,0.928,0.678,0.143,0.812,0.786,0.938,0.536,0.562,0.928,0.678,0.678,0.786,0.928,0.393,0.928,0.678,0.688,0.928,0.786,0.678,0.536,0.786,0.678,0.928,0.938
SPP-base-disagreement,0.678,0.938,0.562,0.536,0.928,0.928,0.286,0.536,0.928,0.812,0.688,0.428,0.928,0.928,0.678,0.678,0.143,0.678,0.678,0.928,0.928,0.5,0.928,0.928,0.562,0.812,0.928,0.678,0.312,0.812,0.928,0.286,0.928,0.938,0.428,0.678,0.428,0.928,0.428,0.438,0.678,0.786,0.928,0.928,0.928,0.536,0.928,0.938,0.938,0.928,0.786,0.393,0.928,0.678,0.928,0.688,0.928,0.678,0.428,0.688,0.678,0.536,0.678,0.678,0.928,0.562,0.928,0.536,0.938,0.678,0.688,0.786,0.678,0.678,0.688,0.428,0.678,0.688,0.786,0.678,0.678,0.928,0.438,0.786,0.5,0.678,0.428,0.786,0.928,0.928,0.678,0.438,0.786,0.938,0.938,0.678,0.5,0.688,0.928,0.536,0.928,0.786,0.678,0.928,0.0,0.5,0.688,0.393,0.562,0.928,0.928,0.928,0.938,0.536,0.536,0.25,0.643,0.786,0.678,0.286,0.786,0.428,0.928,0.928,0.428,0.928,0.928,0.393,0.688,0.928,0.928,0.678,0.928,0.928,0.688,0.812,0.678,0.678,0.428,0.688,0.438,0.938,0.438,0.678,0.678,0.928,0.928,0.188,0.928,0.678,0.143,0.812,0.786,0.938,0.536,0.562,0.928,0.678,0.678,0.786,0.928,0.25,0.928,0.678,0.688,0.928,0.786,0.678,0.536,0.786,0.678,0.928,0.938
SPP-base-disconfirm,0.678,0.938,0.562,0.536,0.928,0.928,0.286,0.536,0.928,0.812,0.688,0.428,0.928,0.928,0.678,0.678,0.143,0.678,0.678,0.928,0.928,0.643,0.928,0.928,0.562,0.812,0.928,0.678,0.312,0.812,0.928,0.286,0.928,0.938,0.428,0.678,0.428,0.928,0.428,0.438,0.678,0.786,0.928,0.928,0.928,0.536,0.928,0.938,0.938,0.928,0.786,0.393,0.928,0.678,0.928,0.688,0.928,0.678,0.428,0.688,0.678,0.536,0.678,0.678,0.928,0.562,0.928,0.536,0.938,0.678,0.688,0.786,0.678,0.678,0.688,0.428,0.678,0.688,0.786,0.678,0.678,0.928,0.438,0.786,0.643,0.678,0.428,0.786,0.928,0.928,0.678,0.438,0.786,0.938,0.938,0.678,0.643,0.688,0.928,0.536,0.928,0.786,0.678,0.928,0.143,0.643,0.688,0.25,0.562,0.928,0.928,0.928,0.938,0.536,0.536,0.393,0.643,0.786,0.678,0.286,0.786,0.428,0.928,0.928,0.428,0.928,0.928,0.393,0.688,0.928,0.928,0.678,0.928,0.928,0.688,0.812,0.678,0.678,0.428,0.688,0.438,0.938,0.438,0.678,0.678,0.928,0.928,0.188,0.928,0.678,0.0,0.812,0.786,0.938,0.536,0.562,0.928,0.678,0.678,0.786,0.928,0.393,0.928,0.678,0.688,0.928,0.786,0.678,0.536,0.786,0.678,0.928,0.938
